,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
1092,88,35.0,Travel_Frequently,664.0,Research & Development,1.0,3.0,Medical,1.0,2.0,Male,79.0,3.0,1.0,Research Scientist,1.0,Married,2194.0,5868.0,4.0
1093,1173,24.0,Travel_Rarely,477.0,Research & Development,24.0,3.0,Medical,1.0,4.0,Male,49.0,3.0,1.0,Laboratory Technician,2.0,Single,3597.0,6409.0,8.0
1094,1936,39.0,Travel_Rarely,867.0,Research & Development,9.0,2.0,Medical,1.0,1.0,Male,87.0,3.0,2.0,Manufacturing Director,1.0,Married,5151.0,12315.0,1.0
1095,58,41.0,Travel_Rarely,1360.0,Research & Development,12.0,3.0,Technical Degree,1.0,2.0,Female,49.0,3.0,5.0,Research Director,3.0,Married,19545.0,16280.0,1.0
1096,1856,47.0,Travel_Rarely,207.0,Research & Development,9.0,4.0,Life Sciences,1.0,2.0,Female,64.0,3.0,1.0,Laboratory Technician,3.0,Single,2105.0,5411.0,4.0
1097,120,51.0,Travel_Rarely,632.0,Sales,21.0,4.0,Marketing,1.0,3.0,Male,71.0,3.0,2.0,Sales Executive,4.0,Single,5441.0,8423.0,0.0
1098,995,33.0,Travel_Rarely,461.0,Research & Development,13.0,1.0,Life Sciences,1.0,2.0,Female,53.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,17241.0,3.0
1099,497,27.0,Travel_Rarely,1469.0,Research & Development,1.0,2.0,Medical,1.0,4.0,Male,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,3816.0,17881.0,1.0
1100,327,43.0,Travel_Rarely,1034.0,Sales,16.0,3.0,Marketing,1.0,4.0,Female,80.0,3.0,4.0,Manager,4.0,Married,16064.0,7744.0,5.0
1101,1099,33.0,Travel_Rarely,654.0,Research & Development,5.0,3.0,Life Sciences,1.0,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,21214.0,4.0
1102,956,26.0,Travel_Frequently,1283.0,Sales,1.0,3.0,Medical,1.0,3.0,Male,52.0,2.0,2.0,Sales Executive,1.0,Single,4294.0,11148.0,1.0
1103,1131,21.0,Travel_Rarely,984.0,Research & Development,1.0,1.0,Technical Degree,1.0,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0
1104,1324,31.0,Non-Travel,587.0,Sales,2.0,4.0,Life Sciences,1.0,4.0,Female,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,8935.0,1.0
1105,1821,46.0,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,10842.0,4.0
1106,101,45.0,Travel_Rarely,193.0,Research & Development,6.0,4.0,Other,1.0,4.0,Male,52.0,3.0,3.0,Research Director,1.0,Married,13245.0,15067.0,4.0
1107,521,40.0,Travel_Rarely,555.0,Research & Development,2.0,3.0,Medical,1.0,2.0,Female,78.0,2.0,2.0,Laboratory Technician,3.0,Married,3448.0,13436.0,6.0
1108,86,45.0,Travel_Rarely,1339.0,Research & Development,7.0,3.0,Life Sciences,1.0,2.0,Male,59.0,3.0,3.0,Research Scientist,1.0,Divorced,9724.0,18787.0,2.0
1109,240,45.0,Travel_Rarely,1268.0,Sales,4.0,2.0,Life Sciences,1.0,3.0,Female,30.0,3.0,2.0,Sales Executive,1.0,Divorced,5006.0,6319.0,4.0
1110,1256,49.0,Travel_Rarely,1098.0,Research & Development,4.0,2.0,Medical,1.0,1.0,Male,85.0,2.0,5.0,Manager,3.0,Married,18711.0,12124.0,2.0
1111,899,35.0,Travel_Rarely,672.0,Research & Development,25.0,3.0,Technical Degree,1.0,4.0,Male,78.0,2.0,3.0,Manufacturing Director,2.0,Married,10903.0,9129.0,3.0
1112,741,28.0,Travel_Rarely,654.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,67.0,1.0,1.0,Research Scientist,2.0,Single,2216.0,3872.0,7.0
1113,271,38.0,Travel_Rarely,1261.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,88.0,3.0,2.0,Manufacturing Director,3.0,Married,6553.0,7259.0,9.0
1114,321,59.0,Travel_Rarely,818.0,Human Resources,6.0,2.0,Medical,1.0,2.0,Male,52.0,3.0,1.0,Human Resources,3.0,Married,2267.0,25657.0,8.0
1115,1447,34.0,Travel_Rarely,401.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Female,86.0,2.0,1.0,Laboratory Technician,2.0,Married,3294.0,3708.0,5.0
1116,1702,23.0,Travel_Rarely,427.0,Sales,7.0,3.0,Life Sciences,1.0,3.0,Male,99.0,3.0,1.0,Sales Representative,4.0,Divorced,2275.0,25103.0,1.0
1117,648,30.0,Travel_Frequently,448.0,Sales,12.0,4.0,Life Sciences,1.0,2.0,Male,74.0,2.0,1.0,Sales Representative,1.0,Married,2033.0,14470.0,1.0
1118,84,55.0,Travel_Rarely,836.0,Research & Development,8.0,3.0,Medical,1.0,4.0,Female,33.0,3.0,4.0,Manager,3.0,Divorced,14756.0,19730.0,2.0
1119,1539,50.0,Travel_Frequently,333.0,Research & Development,22.0,5.0,Medical,1.0,3.0,Male,88.0,1.0,4.0,Research Director,4.0,Single,14411.0,24450.0,1.0
1120,425,45.0,Travel_Frequently,1249.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,97.0,3.0,3.0,Laboratory Technician,1.0,Divorced,5210.0,20308.0,1.0
1121,277,34.0,Travel_Frequently,878.0,Research & Development,10.0,4.0,Medical,1.0,4.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Divorced,3815.0,5972.0,1.0
1122,1073,36.0,Travel_Rarely,796.0,Research & Development,12.0,5.0,Medical,1.0,4.0,Female,51.0,2.0,3.0,Manufacturing Director,4.0,Single,8858.0,15669.0,0.0
1123,1097,28.0,Travel_Rarely,857.0,Research & Development,10.0,3.0,Other,1.0,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,Single,3660.0,7909.0,3.0
1124,1867,48.0,Travel_Rarely,1224.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,91.0,2.0,5.0,Research Director,2.0,Married,19665.0,13583.0,4.0
1125,691,35.0,Travel_Rarely,1017.0,Research & Development,6.0,4.0,Life Sciences,1.0,2.0,Male,82.0,1.0,2.0,Research Scientist,4.0,Single,6646.0,19368.0,1.0
1126,1424,55.0,Travel_Rarely,1136.0,Research & Development,1.0,4.0,Medical,1.0,2.0,Male,81.0,4.0,4.0,Research Director,4.0,Divorced,14732.0,12414.0,2.0
1127,1473,49.0,Travel_Rarely,1495.0,Research & Development,5.0,4.0,Technical Degree,1.0,1.0,Male,96.0,3.0,2.0,Healthcare Representative,3.0,Married,6651.0,21534.0,2.0
1128,1003,47.0,Travel_Rarely,955.0,Sales,4.0,2.0,Life Sciences,1.0,4.0,Female,83.0,3.0,2.0,Sales Executive,4.0,Single,4163.0,8571.0,1.0
1129,412,28.0,Travel_Rarely,1476.0,Research & Development,16.0,2.0,Medical,1.0,2.0,Male,68.0,4.0,2.0,Healthcare Representative,1.0,Single,5661.0,4824.0,0.0
1130,635,37.0,Travel_Rarely,446.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Female,65.0,3.0,2.0,Manufacturing Director,2.0,Married,6447.0,15701.0,6.0
1131,1025,41.0,Travel_Rarely,549.0,Research & Development,7.0,2.0,Medical,1.0,4.0,Female,42.0,3.0,2.0,Manufacturing Director,3.0,Single,5003.0,23371.0,6.0
1132,205,53.0,Travel_Rarely,1436.0,Sales,6.0,2.0,Marketing,1.0,2.0,Male,34.0,3.0,2.0,Sales Representative,3.0,Married,2306.0,16047.0,2.0
1133,192,45.0,Travel_Rarely,1316.0,Research & Development,29.0,3.0,Medical,1.0,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,9752.0,5.0
1134,1762,29.0,Travel_Rarely,590.0,Research & Development,4.0,3.0,Technical Degree,1.0,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,Divorced,2109.0,10007.0,1.0
1135,230,38.0,Travel_Rarely,702.0,Sales,1.0,4.0,Life Sciences,1.0,1.0,Female,59.0,2.0,2.0,Sales Executive,4.0,Single,8686.0,12930.0,4.0
1136,508,30.0,Travel_Rarely,202.0,Sales,2.0,1.0,Technical Degree,1.0,3.0,Male,72.0,3.0,1.0,Sales Representative,2.0,Married,2476.0,17434.0,1.0
1137,887,49.0,Travel_Rarely,1418.0,Research & Development,1.0,3.0,Technical Degree,1.0,3.0,Female,36.0,3.0,1.0,Research Scientist,1.0,Married,3580.0,10554.0,2.0
1138,1646,24.0,Travel_Frequently,567.0,Research & Development,2.0,1.0,Technical Degree,1.0,1.0,Female,32.0,3.0,1.0,Research Scientist,4.0,Single,3760.0,17218.0,1.0
1139,1312,36.0,Travel_Rarely,325.0,Research & Development,10.0,4.0,Technical Degree,1.0,4.0,Female,63.0,3.0,3.0,Healthcare Representative,3.0,Married,7094.0,5747.0,3.0
1140,176,41.0,Travel_Rarely,802.0,Sales,9.0,1.0,Life Sciences,1.0,3.0,Male,96.0,3.0,3.0,Sales Executive,3.0,Divorced,8189.0,21196.0,3.0
1141,163,31.0,Travel_Rarely,249.0,Sales,6.0,4.0,Life Sciences,1.0,2.0,Male,76.0,1.0,2.0,Sales Executive,3.0,Married,6172.0,20739.0,4.0
1142,142,25.0,Travel_Rarely,240.0,Sales,5.0,3.0,Marketing,1.0,3.0,Male,46.0,2.0,2.0,Sales Executive,3.0,Single,5744.0,26959.0,1.0
1143,393,38.0,Travel_Rarely,688.0,Research & Development,23.0,4.0,Life Sciences,1.0,4.0,Male,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,5745.0,18899.0,9.0
1144,311,37.0,Travel_Frequently,319.0,Sales,4.0,4.0,Marketing,1.0,1.0,Male,41.0,3.0,1.0,Sales Representative,4.0,Divorced,2793.0,2539.0,4.0
1145,714,27.0,Travel_Frequently,1410.0,Sales,3.0,1.0,Medical,1.0,4.0,Female,71.0,4.0,2.0,Sales Executive,4.0,Divorced,4647.0,16673.0,1.0
1146,267,37.0,Travel_Rarely,290.0,Research & Development,21.0,3.0,Life Sciences,1.0,2.0,Male,65.0,4.0,1.0,Research Scientist,1.0,Married,3564.0,22977.0,1.0
1147,913,44.0,Travel_Rarely,661.0,Research & Development,9.0,2.0,Life Sciences,1.0,2.0,Male,61.0,3.0,1.0,Research Scientist,1.0,Married,2559.0,7508.0,1.0
1148,1633,39.0,Travel_Frequently,711.0,Research & Development,4.0,3.0,Medical,1.0,1.0,Female,81.0,3.0,2.0,Manufacturing Director,3.0,Single,5042.0,3140.0,0.0
1149,2035,34.0,Travel_Rarely,704.0,Sales,28.0,3.0,Marketing,1.0,4.0,Female,95.0,2.0,2.0,Sales Executive,3.0,Married,6712.0,8978.0,1.0
1150,1071,56.0,Travel_Frequently,1240.0,Research & Development,9.0,3.0,Medical,1.0,1.0,Female,63.0,3.0,1.0,Research Scientist,3.0,Married,2942.0,12154.0,2.0
1151,1763,30.0,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,1.0,3.0,Male,58.0,4.0,2.0,Healthcare Representative,3.0,Married,5294.0,9128.0,3.0
1152,1453,31.0,Travel_Rarely,326.0,Sales,8.0,2.0,Life Sciences,1.0,1.0,Male,31.0,3.0,3.0,Sales Executive,4.0,Divorced,10793.0,8386.0,1.0
1153,1175,28.0,Travel_Rarely,1485.0,Research & Development,12.0,1.0,Life Sciences,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0
1154,167,19.0,Travel_Rarely,528.0,Sales,22.0,1.0,Marketing,1.0,4.0,Male,50.0,3.0,1.0,Sales Representative,3.0,Single,1675.0,26820.0,1.0
1155,1105,37.0,Travel_Rarely,309.0,Sales,10.0,4.0,Life Sciences,1.0,4.0,Female,88.0,2.0,2.0,Sales Executive,4.0,Divorced,6694.0,24223.0,2.0
1156,1993,47.0,Travel_Rarely,1180.0,Research & Development,25.0,3.0,Medical,1.0,1.0,Male,84.0,3.0,3.0,Healthcare Representative,3.0,Single,8633.0,13084.0,2.0
1157,653,31.0,Travel_Rarely,525.0,Sales,6.0,4.0,Medical,1.0,1.0,Male,66.0,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,6219.0,4.0
1158,1506,28.0,Travel_Rarely,1423.0,Research & Development,1.0,3.0,Life Sciences,1.0,1.0,Male,72.0,2.0,1.0,Research Scientist,3.0,Divorced,1563.0,12530.0,1.0
1159,323,50.0,Travel_Rarely,854.0,Sales,1.0,4.0,Medical,1.0,4.0,Female,68.0,3.0,5.0,Manager,4.0,Divorced,19517.0,24118.0,3.0
1160,1052,36.0,Travel_Rarely,660.0,Research & Development,15.0,3.0,Other,1.0,1.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4834.0,7858.0,7.0
1161,270,42.0,Non-Travel,926.0,Research & Development,21.0,2.0,Medical,1.0,3.0,Female,36.0,3.0,2.0,Manufacturing Director,3.0,Divorced,5265.0,16439.0,2.0
1162,1866,43.0,Travel_Rarely,823.0,Research & Development,6.0,3.0,Medical,1.0,1.0,Female,81.0,2.0,5.0,Manager,3.0,Married,19392.0,22539.0,7.0
1163,342,37.0,Travel_Frequently,504.0,Research & Development,10.0,3.0,Medical,1.0,1.0,Male,61.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10048.0,22573.0,6.0
1164,1478,34.0,Travel_Rarely,1326.0,Sales,3.0,3.0,Other,1.0,4.0,Male,81.0,1.0,2.0,Sales Executive,1.0,Single,4759.0,15891.0,3.0
1165,72,26.0,Travel_Rarely,1443.0,Sales,23.0,3.0,Marketing,1.0,3.0,Female,47.0,2.0,2.0,Sales Executive,4.0,Married,4157.0,21436.0,7.0
1166,1997,38.0,Travel_Frequently,508.0,Research & Development,6.0,4.0,Life Sciences,1.0,1.0,Male,72.0,2.0,2.0,Manufacturing Director,3.0,Married,5321.0,14284.0,2.0
1167,861,30.0,Travel_Frequently,1012.0,Research & Development,5.0,4.0,Life Sciences,1.0,2.0,Male,75.0,2.0,1.0,Research Scientist,4.0,Divorced,3761.0,2373.0,9.0
1168,659,42.0,Travel_Rarely,622.0,Research & Development,2.0,4.0,Life Sciences,1.0,3.0,Female,81.0,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,5718.0,1.0
1169,1648,27.0,Travel_Frequently,591.0,Research & Development,2.0,3.0,Medical,1.0,4.0,Male,87.0,3.0,1.0,Research Scientist,4.0,Single,2580.0,6297.0,2.0
1170,1681,33.0,Non-Travel,530.0,Sales,16.0,3.0,Life Sciences,1.0,3.0,Female,36.0,3.0,2.0,Sales Executive,4.0,Divorced,5368.0,16130.0,1.0
1171,46,43.0,Travel_Rarely,1273.0,Research & Development,2.0,2.0,Medical,1.0,4.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Divorced,2645.0,21923.0,1.0
1172,655,27.0,Travel_Rarely,798.0,Research & Development,6.0,4.0,Medical,1.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,5013.0,0.0
1173,2020,44.0,Travel_Rarely,1037.0,Research & Development,1.0,3.0,Medical,1.0,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Single,2436.0,13422.0,6.0
1174,1545,33.0,Travel_Rarely,575.0,Research & Development,25.0,3.0,Life Sciences,1.0,4.0,Male,44.0,2.0,2.0,Manufacturing Director,2.0,Single,4320.0,24152.0,1.0
1175,60,34.0,Non-Travel,1065.0,Sales,23.0,4.0,Marketing,1.0,2.0,Male,72.0,3.0,2.0,Sales Executive,3.0,Single,4568.0,10034.0,0.0
1176,1582,38.0,Travel_Rarely,1245.0,Sales,14.0,3.0,Life Sciences,1.0,3.0,Male,80.0,3.0,2.0,Sales Executive,2.0,Married,9924.0,12355.0,0.0
1177,1577,34.0,Travel_Rarely,479.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Male,35.0,3.0,1.0,Research Scientist,4.0,Single,2972.0,22061.0,1.0
1178,1060,38.0,Travel_Frequently,1186.0,Research & Development,3.0,4.0,Other,1.0,3.0,Male,44.0,3.0,1.0,Research Scientist,3.0,Married,2821.0,2997.0,3.0
1179,391,37.0,Travel_Rarely,1372.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Female,42.0,3.0,1.0,Research Scientist,4.0,Single,2115.0,15881.0,1.0
1180,1165,29.0,Travel_Rarely,408.0,Sales,23.0,1.0,Life Sciences,1.0,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,11162.0,1.0
1181,590,34.0,Travel_Frequently,988.0,Human Resources,23.0,3.0,Human Resources,1.0,2.0,Female,43.0,3.0,3.0,Human Resources,1.0,Divorced,9950.0,11533.0,9.0
1182,1642,44.0,Travel_Frequently,602.0,Human Resources,1.0,5.0,Human Resources,1.0,1.0,Male,37.0,3.0,2.0,Human Resources,4.0,Married,5743.0,10503.0,4.0
1183,1860,42.0,Travel_Rarely,1142.0,Research & Development,8.0,3.0,Life Sciences,1.0,4.0,Male,81.0,3.0,1.0,Laboratory Technician,3.0,Single,3968.0,13624.0,4.0
1184,1625,47.0,Travel_Rarely,1176.0,Human Resources,26.0,4.0,Life Sciences,1.0,4.0,Female,98.0,3.0,5.0,Manager,3.0,Married,19658.0,5220.0,3.0
1185,1764,32.0,Non-Travel,953.0,Research & Development,5.0,4.0,Technical Degree,1.0,2.0,Male,65.0,3.0,1.0,Research Scientist,2.0,Single,2718.0,17674.0,2.0
1186,1787,37.0,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,2.0,Male,46.0,2.0,2.0,Sales Executive,2.0,Married,4189.0,8800.0,1.0
1187,2013,32.0,Travel_Rarely,234.0,Sales,1.0,4.0,Medical,1.0,2.0,Male,68.0,2.0,1.0,Sales Representative,2.0,Married,2269.0,18024.0,0.0
1188,45,24.0,Travel_Rarely,813.0,Research & Development,1.0,3.0,Medical,1.0,2.0,Male,61.0,3.0,1.0,Research Scientist,4.0,Married,2293.0,3020.0,2.0
1189,1818,26.0,Travel_Rarely,920.0,Human Resources,20.0,2.0,Medical,1.0,4.0,Female,69.0,3.0,1.0,Human Resources,2.0,Married,2148.0,6889.0,0.0
1190,1659,36.0,Travel_Rarely,311.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,77.0,3.0,1.0,Laboratory Technician,2.0,Single,2013.0,10950.0,2.0
1191,2054,29.0,Travel_Rarely,468.0,Research & Development,28.0,4.0,Medical,1.0,4.0,Female,73.0,2.0,1.0,Research Scientist,1.0,Single,3785.0,8489.0,1.0
1192,517,42.0,Travel_Rarely,201.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Female,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2576.0,20490.0,3.0
1193,1842,31.0,Travel_Rarely,359.0,Human Resources,18.0,5.0,Human Resources,1.0,4.0,Male,89.0,4.0,1.0,Human Resources,1.0,Married,2956.0,21495.0,0.0
1194,28,34.0,Travel_Rarely,419.0,Research & Development,7.0,4.0,Life Sciences,1.0,1.0,Female,53.0,3.0,3.0,Research Director,2.0,Single,11994.0,21293.0,0.0
1195,2012,40.0,Travel_Rarely,543.0,Research & Development,1.0,4.0,Life Sciences,1.0,1.0,Male,83.0,3.0,1.0,Laboratory Technician,4.0,Married,2406.0,4060.0,8.0
1196,1982,23.0,Travel_Rarely,571.0,Research & Development,12.0,2.0,Other,1.0,4.0,Male,78.0,3.0,1.0,Laboratory Technician,4.0,Single,2647.0,13672.0,1.0
1197,1016,20.0,Travel_Rarely,1097.0,Research & Development,11.0,3.0,Medical,1.0,4.0,Female,98.0,2.0,1.0,Research Scientist,1.0,Single,2600.0,18275.0,1.0
1198,502,34.0,Non-Travel,1362.0,Sales,19.0,3.0,Marketing,1.0,1.0,Male,67.0,4.0,2.0,Sales Executive,4.0,Single,5304.0,4652.0,8.0
1199,491,50.0,Travel_Rarely,1046.0,Research & Development,10.0,3.0,Technical Degree,1.0,4.0,Male,100.0,2.0,3.0,Healthcare Representative,4.0,Single,10496.0,2755.0,6.0
1200,79,38.0,Travel_Frequently,653.0,Research & Development,29.0,5.0,Life Sciences,1.0,4.0,Female,50.0,3.0,2.0,Laboratory Technician,4.0,Single,2406.0,5456.0,1.0
1201,896,29.0,Travel_Rarely,341.0,Sales,1.0,3.0,Medical,1.0,2.0,Female,48.0,2.0,1.0,Sales Representative,3.0,Divorced,2800.0,23522.0,6.0
1202,349,29.0,Travel_Rarely,1247.0,Sales,20.0,2.0,Marketing,1.0,4.0,Male,45.0,3.0,2.0,Sales Executive,4.0,Divorced,6931.0,10732.0,2.0
1203,888,24.0,Non-Travel,1269.0,Research & Development,4.0,1.0,Life Sciences,1.0,1.0,Male,46.0,2.0,1.0,Laboratory Technician,4.0,Married,3162.0,10778.0,0.0
1204,1555,32.0,Travel_Rarely,824.0,Research & Development,5.0,2.0,Life Sciences,1.0,4.0,Female,67.0,2.0,2.0,Research Scientist,2.0,Married,5878.0,15624.0,3.0
1205,600,35.0,Travel_Rarely,619.0,Sales,1.0,3.0,Marketing,1.0,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,18659.0,9.0
1206,1203,22.0,Travel_Frequently,1256.0,Research & Development,3.0,4.0,Life Sciences,1.0,3.0,Male,48.0,2.0,1.0,Research Scientist,4.0,Married,2853.0,4223.0,0.0
1207,292,30.0,Non-Travel,829.0,Research & Development,1.0,1.0,Life Sciences,1.0,3.0,Male,88.0,2.0,3.0,Manufacturing Director,3.0,Single,8474.0,20925.0,1.0
1208,1172,35.0,Travel_Rarely,982.0,Research & Development,1.0,4.0,Medical,1.0,4.0,Male,58.0,2.0,1.0,Laboratory Technician,3.0,Married,2258.0,16340.0,6.0
1209,647,24.0,Travel_Frequently,1287.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Female,55.0,3.0,1.0,Laboratory Technician,3.0,Married,2886.0,14168.0,1.0
1210,1306,45.0,Travel_Frequently,364.0,Research & Development,25.0,3.0,Medical,1.0,2.0,Female,83.0,3.0,5.0,Manager,2.0,Single,18061.0,13035.0,3.0
1211,661,43.0,Travel_Rarely,782.0,Research & Development,6.0,4.0,Other,1.0,2.0,Male,50.0,2.0,4.0,Research Director,4.0,Divorced,16627.0,2671.0,4.0
1212,1950,34.0,Travel_Rarely,937.0,Sales,1.0,3.0,Marketing,1.0,1.0,Male,32.0,3.0,3.0,Sales Executive,4.0,Single,9888.0,6770.0,1.0
1213,1102,28.0,Travel_Rarely,895.0,Research & Development,15.0,2.0,Life Sciences,1.0,1.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2207.0,22482.0,1.0
1214,2040,35.0,Travel_Rarely,1146.0,Human Resources,26.0,4.0,Life Sciences,1.0,3.0,Female,31.0,3.0,3.0,Human Resources,4.0,Single,8837.0,16642.0,1.0
1215,231,32.0,Travel_Rarely,120.0,Research & Development,6.0,5.0,Life Sciences,1.0,3.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Single,3038.0,12430.0,3.0
1216,1792,44.0,Travel_Frequently,429.0,Research & Development,1.0,2.0,Medical,1.0,3.0,Male,99.0,3.0,1.0,Research Scientist,2.0,Divorced,2342.0,11092.0,1.0
1217,611,29.0,Travel_Rarely,232.0,Research & Development,19.0,3.0,Technical Degree,1.0,4.0,Male,34.0,3.0,2.0,Manufacturing Director,4.0,Divorced,4262.0,22645.0,4.0
1218,22,22.0,Non-Travel,1123.0,Research & Development,16.0,2.0,Medical,1.0,4.0,Male,96.0,4.0,1.0,Laboratory Technician,4.0,Divorced,2935.0,7324.0,1.0
1219,1128,40.0,Travel_Rarely,1308.0,Research & Development,14.0,3.0,Medical,1.0,3.0,Male,44.0,2.0,5.0,Research Director,3.0,Single,19626.0,17544.0,1.0
1220,577,35.0,Travel_Rarely,144.0,Research & Development,22.0,3.0,Life Sciences,1.0,4.0,Male,46.0,1.0,1.0,Laboratory Technician,3.0,Single,4230.0,19225.0,0.0
1221,97,36.0,Travel_Rarely,132.0,Research & Development,6.0,3.0,Life Sciences,1.0,2.0,Female,55.0,4.0,1.0,Laboratory Technician,4.0,Married,3038.0,22002.0,3.0
1222,830,32.0,Travel_Rarely,859.0,Research & Development,4.0,3.0,Life Sciences,1.0,3.0,Female,98.0,2.0,2.0,Manufacturing Director,3.0,Married,6162.0,19124.0,1.0
1223,1297,51.0,Travel_Frequently,968.0,Research & Development,6.0,2.0,Medical,1.0,2.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Single,2838.0,4257.0,0.0
1224,1121,28.0,Travel_Rarely,950.0,Research & Development,3.0,3.0,Medical,1.0,4.0,Female,93.0,3.0,3.0,Manufacturing Director,2.0,Divorced,7655.0,8039.0,0.0
1225,1140,34.0,Travel_Frequently,1003.0,Research & Development,2.0,2.0,Life Sciences,1.0,4.0,Male,95.0,3.0,2.0,Manufacturing Director,3.0,Single,4033.0,15834.0,2.0
1226,466,41.0,Travel_Rarely,483.0,Research & Development,6.0,3.0,Medical,1.0,4.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,6032.0,10110.0,6.0
1227,1334,42.0,Non-Travel,495.0,Research & Development,2.0,1.0,Life Sciences,1.0,3.0,Male,37.0,3.0,4.0,Manager,3.0,Married,17861.0,26582.0,0.0
1228,1,41.0,Travel_Rarely,1102.0,Sales,1.0,2.0,Life Sciences,1.0,2.0,Female,94.0,3.0,2.0,Sales Executive,4.0,Single,5993.0,19479.0,8.0
1229,1044,33.0,Non-Travel,1038.0,Sales,8.0,1.0,Life Sciences,1.0,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0
1230,1520,54.0,Travel_Frequently,1050.0,Research & Development,11.0,4.0,Medical,1.0,2.0,Female,87.0,3.0,4.0,Manager,4.0,Divorced,16032.0,24456.0,3.0
1231,1322,39.0,Travel_Rarely,524.0,Research & Development,18.0,2.0,Life Sciences,1.0,1.0,Male,32.0,3.0,2.0,Manufacturing Director,3.0,Single,4534.0,13352.0,0.0
1232,18,34.0,Travel_Rarely,1346.0,Research & Development,19.0,2.0,Medical,1.0,2.0,Male,93.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2661.0,8758.0,0.0
1233,1030,50.0,Travel_Rarely,804.0,Research & Development,9.0,3.0,Life Sciences,1.0,1.0,Male,64.0,3.0,1.0,Laboratory Technician,4.0,Married,2380.0,20165.0,4.0
1234,769,53.0,Travel_Rarely,346.0,Research & Development,6.0,3.0,Life Sciences,1.0,4.0,Male,86.0,3.0,2.0,Laboratory Technician,4.0,Single,2450.0,10919.0,2.0
1235,867,52.0,Travel_Frequently,890.0,Research & Development,25.0,4.0,Medical,1.0,3.0,Female,81.0,2.0,4.0,Manufacturing Director,4.0,Married,13826.0,19028.0,3.0
1236,1934,47.0,Non-Travel,1169.0,Research & Development,14.0,4.0,Technical Degree,1.0,3.0,Male,64.0,3.0,2.0,Research Scientist,2.0,Married,5467.0,2125.0,8.0
1237,1394,37.0,Travel_Rarely,1439.0,Research & Development,4.0,1.0,Life Sciences,1.0,3.0,Male,54.0,3.0,1.0,Research Scientist,3.0,Married,2996.0,5182.0,7.0
1238,94,29.0,Travel_Rarely,1328.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,76.0,3.0,1.0,Research Scientist,2.0,Married,2703.0,4956.0,0.0
