,EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome
1255,985,Y,No,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,8.0,7.0,0.0,7.0,94560.0
1256,618,Y,No,12.0,3.0,1.0,80.0,2.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,51672.0
1257,260,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,7.0,7.0,0.0,3.0,27348.0
1258,813,Y,No,20.0,4.0,2.0,80.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,37788.0
1259,453,Y,Yes,22.0,4.0,3.0,80.0,3.0,6.0,2.0,2.0,4.0,3.0,0.0,2.0,89484.0
1260,477,Y,No,23.0,4.0,2.0,80.0,0.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,81372.0
1261,1905,Y,Yes,23.0,4.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,3.0,0.0,27684.0
1262,2051,Y,No,14.0,3.0,2.0,80.0,3.0,20.0,2.0,3.0,5.0,3.0,0.0,2.0,24012.0
1263,1338,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,4.0,3.0,7.0,3.0,7.0,7.0,236604.0
1264,1708,Y,No,12.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,8.0,7.0,110892.0
1265,482,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0,81060.0
1266,698,Y,No,15.0,3.0,3.0,80.0,1.0,16.0,1.0,4.0,9.0,7.0,7.0,1.0,128700.0
1267,211,Y,No,17.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,73584.0
1268,909,Y,No,11.0,3.0,3.0,80.0,2.0,13.0,2.0,3.0,5.0,4.0,0.0,4.0,62448.0
1269,1653,Y,No,17.0,3.0,3.0,80.0,2.0,7.0,6.0,3.0,7.0,7.0,0.0,7.0,62472.0
1270,78,Y,Yes,22.0,4.0,2.0,80.0,1.0,9.0,3.0,3.0,9.0,8.0,7.0,8.0,73944.0
1271,442,Y,No,24.0,4.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,9.0,8.0,9.0,107316.0
1272,380,Y,Yes,18.0,3.0,1.0,80.0,2.0,15.0,2.0,3.0,5.0,2.0,0.0,2.0,163236.0
1273,199,Y,No,13.0,3.0,2.0,80.0,1.0,21.0,2.0,2.0,7.0,6.0,7.0,7.0,206172.0
1274,170,Y,No,14.0,3.0,3.0,80.0,0.0,16.0,2.0,2.0,15.0,11.0,5.0,11.0,78804.0
1275,81,Y,No,11.0,3.0,4.0,80.0,0.0,28.0,3.0,2.0,21.0,16.0,7.0,9.0,91644.0
1276,982,Y,No,11.0,3.0,1.0,80.0,1.0,10.0,2.0,4.0,8.0,4.0,7.0,7.0,87168.0
1277,809,Y,No,13.0,3.0,2.0,80.0,1.0,24.0,4.0,2.0,24.0,7.0,14.0,9.0,221160.0
1278,302,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,2.0,3.0,19.0,7.0,12.0,8.0,106380.0
1279,390,Y,Yes,13.0,3.0,3.0,80.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,56892.0
1280,734,Y,No,12.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,22.0,7.0,2.0,10.0,230268.0
1281,394,Y,Yes,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,2.0,28476.0
1282,152,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,3.0,3.0,5.0,3.0,1.0,3.0,89136.0
1283,1309,Y,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,4.0,1.0,1.0,58596.0
1284,569,Y,No,15.0,3.0,2.0,80.0,1.0,28.0,2.0,3.0,27.0,10.0,15.0,7.0,204552.0
1285,201,Y,No,14.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,17796.0
1286,1483,Y,No,24.0,4.0,1.0,80.0,1.0,13.0,2.0,2.0,12.0,9.0,2.0,8.0,58800.0
1287,974,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,5.0,3.0,3.0,1.0,0.0,2.0,25884.0
1288,1597,Y,No,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,8.0,2.0,7.0,7.0,60756.0
1289,1219,Y,No,13.0,3.0,1.0,80.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,26520.0
1290,757,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,5.0,1.0,4.0,3.0,73704.0
1291,1972,Y,Yes,11.0,3.0,2.0,80.0,1.0,7.0,2.0,3.0,6.0,2.0,1.0,2.0,35892.0
1292,1581,Y,No,21.0,4.0,1.0,80.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,24732.0
1293,1862,Y,Yes,12.0,3.0,3.0,80.0,0.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,118884.0
1294,2024,Y,No,19.0,3.0,3.0,80.0,2.0,10.0,2.0,3.0,9.0,7.0,3.0,4.0,91728.0
1295,1475,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,2.0,5.0,2.0,1.0,3.0,41040.0
1296,689,Y,No,15.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,7.0,8.0,113208.0
1297,14,Y,No,13.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,5.0,4.0,0.0,3.0,29112.0
1298,643,Y,No,21.0,4.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,25524.0
1299,1779,Y,No,12.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,72348.0
1300,218,Y,No,18.0,3.0,4.0,80.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,24288.0
1301,1390,Y,Yes,12.0,3.0,4.0,80.0,2.0,8.0,2.0,4.0,5.0,4.0,1.0,4.0,73440.0
1302,1307,Y,Yes,13.0,3.0,4.0,80.0,2.0,21.0,4.0,3.0,19.0,9.0,15.0,2.0,205476.0
1303,1371,Y,No,20.0,4.0,2.0,80.0,0.0,8.0,3.0,3.0,6.0,2.0,0.0,0.0,60852.0
1304,1006,Y,No,17.0,3.0,2.0,80.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,32208.0
1305,1760,Y,No,14.0,3.0,2.0,80.0,1.0,9.0,4.0,2.0,6.0,1.0,0.0,5.0,29616.0
1306,1718,Y,No,15.0,3.0,3.0,80.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,27660.0
1307,705,Y,No,16.0,3.0,1.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,0.0,2.0,33828.0
1308,456,Y,No,13.0,3.0,3.0,80.0,3.0,10.0,2.0,3.0,10.0,9.0,1.0,2.0,73416.0
1309,85,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,0.0,3.0,77988.0
1310,1050,Y,No,12.0,3.0,1.0,80.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0,90300.0
1311,1061,Y,Yes,11.0,3.0,4.0,80.0,1.0,29.0,2.0,2.0,8.0,1.0,7.0,7.0,230844.0
1312,1514,Y,No,14.0,3.0,2.0,80.0,2.0,8.0,2.0,2.0,8.0,6.0,1.0,7.0,78588.0
1313,1549,Y,Yes,12.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,14.0,5.0,7.0,62484.0
1314,1590,Y,No,19.0,3.0,4.0,80.0,1.0,6.0,0.0,4.0,6.0,4.0,1.0,3.0,106236.0
1315,538,Y,No,13.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,2.0,2.0,0.0,2.0,48372.0
1316,100,Y,No,14.0,3.0,2.0,80.0,0.0,16.0,2.0,3.0,15.0,13.0,2.0,8.0,51744.0
1317,1994,Y,No,12.0,3.0,3.0,80.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,24096.0
1318,1918,Y,No,18.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,7.0,7.0,7.0,7.0,30528.0
1319,1019,Y,No,15.0,3.0,1.0,80.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,29412.0
1320,677,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0,85248.0
1321,1171,Y,No,13.0,3.0,4.0,80.0,0.0,9.0,3.0,4.0,6.0,4.0,1.0,5.0,61860.0
1322,522,Y,No,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0,232872.0
1470,5001,Y,Yes,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,8080.0,0.0,61512.0
1471,5002,Y,Yes,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,8080.0,0.0,61512.0
1472,5003,Y,Yes,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,8080.0,0.0,61512.0
1473,5004,Y,Yes,19.0,3.0,4.0,80.0,1.0,6618.0,6.0,4.0,5.0,4.0,0.0,2.0,93072.0
1474,5005,Y,Yes,19.0,3.0,4.0,80.0,1.0,6618.0,6.0,4.0,5.0,4.0,0.0,2.0,93072.0
1475,5006,Y,No,19.0,3.0,3.0,80.0,0.0,3808.0,3.0,2.0,5.0,4.0,4.0,3.0,28416.0
1476,5007,Y,No,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,39720.0
1477,5008,Y,No,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,39720.0
1478,5009,Y,No,12.0,3.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,23412.0
1479,5010,Y,No,15.0,3.0,4.0,80.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,32904.0
1480,5011,Y,No,15.0,3.0,4.0,80.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,32904.0
1481,5012,Y,No,15.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,133908.0
1482,5013,Y,No,15.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,133908.0
1483,5014,Y,No,15.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,133908.0
1484,5015,Y,Yes,11.0,3.0,3.0,80.0,1.0,10.0,4.0,3.0,9.0,6.0,7.0,8.0,31116.0
1485,5016,Y,No,16.0,3.0,4.0,80.0,1.0,2764.0,3.0,2.0,2.0,2.0,1.0,0.0,28212.0
1486,5017,Y,No,16.0,3.0,4.0,80.0,1.0,2764.0,3.0,2.0,2.0,2.0,1.0,0.0,28212.0
1487,5018,Y,No,16.0,3.0,4.0,80.0,1.0,2764.0,3.0,2.0,2.0,2.0,1.0,0.0,28212.0
1488,5019,Y,No,14.0,3.0,2.0,80.0,1.0,21.0,2.0,3.0,5078.0,8.0,9.0,9.0,228396.0
1489,5020,Y,No,11.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,10.0,9.0,0.0,1798.0,94776.0
1490,5021,Y,No,11.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,10.0,9.0,0.0,1798.0,94776.0
1491,5022,Y,No,11.0,3.0,3.0,80.0,1.0,4370.0,6.0,4.0,5.0,3.0,0.0,3.0,24528.0
1492,5023,Y,No,11.0,3.0,3.0,80.0,1.0,4370.0,6.0,4.0,5.0,3.0,0.0,3.0,24528.0
1493,5024,Y,No,11.0,3.0,3.0,80.0,1.0,4370.0,6.0,4.0,5.0,3.0,0.0,3.0,24528.0
1494,5025,Y,No,14.0,3.0,3.0,80.0,1.0,1086.0,6.0,4.0,1.0,0.0,0.0,0.0,25032.0
1495,5026,Y,No,14.0,3.0,3.0,80.0,1.0,1086.0,6.0,4.0,1.0,0.0,0.0,0.0,25032.0
1496,5027,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,4.0,2.0,9.0,7.0,3720.0,8.0,91500.0
1497,5028,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,4.0,2.0,9.0,7.0,3720.0,8.0,91500.0
1498,5029,Y,No,13.0,3.0,3.0,80.0,2.0,10.0,4.0,2.0,9.0,5.0,1.0,6.0,65640.0
1499,5030,Y,Yes,12.0,3.0,3.0,80.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,18828.0
1500,5031,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,42468.0
1501,5032,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,42468.0
1502,5033,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,42468.0
1503,5034,Y,No,18.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,28524.0
1504,5035,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,9404.0,27420.0
1505,5036,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,9404.0,27420.0
1506,5037,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,9404.0,27420.0
1507,5038,Y,No,11.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,7345.0,2.0,1.0,2.0,41364.0
1508,5039,Y,No,11.0,3.0,4.0,80.0,1.0,26.0,3.0,2.0,14.0,3099.0,4.0,8.0,229128.0
1509,5040,Y,No,11.0,3.0,4.0,80.0,1.0,26.0,3.0,2.0,14.0,3099.0,4.0,8.0,229128.0
1510,5041,Y,Yes,12.0,3.0,3.0,80.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0,136992.0
1511,5042,Y,Yes,12.0,3.0,3.0,80.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0,136992.0
1512,5043,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3079.0,2.0,2.0,2.0,32472.0
1513,5044,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3079.0,2.0,2.0,2.0,32472.0
1514,5045,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3079.0,2.0,2.0,2.0,32472.0
1515,5046,Y,No,11.0,3.0,4.0,80.0,0.0,14.0,2.0,4.0,14.0,11.0,4.0,11.0,80244.0
1516,5047,Y,No,11.0,3.0,4.0,80.0,0.0,14.0,2.0,4.0,14.0,11.0,4.0,11.0,80244.0
1517,5048,Y,Yes,13.0,3.0,2.0,80.0,1.0,17.0,1.0,2.0,5.0,3.0,1.0,3.0,62772.0
1518,5049,Y,Yes,13.0,3.0,2.0,80.0,1.0,17.0,1.0,2.0,5.0,3.0,1.0,3.0,62772.0
1519,5050,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0,230424.0
1520,5051,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0,230424.0
1521,5052,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0,230424.0
1522,5053,Y,No,13.0,3.0,1.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0,51828.0
1523,5054,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,51432.0
1524,5055,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,51432.0
1525,5056,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,51432.0
1526,5057,Y,No,13.0,3.0,4.0,80.0,0.0,9.0,5.0,3.0,6.0,2.0,0.0,4.0,26112.0
1527,5058,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,41820.0
1528,5059,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,41820.0
1529,5060,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,41820.0
1530,5061,Y,No,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,2332.0,6.0,8.0,8.0,142536.0
1531,5062,Y,No,13.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0,56208.0
1532,5063,Y,Yes,13.0,3.0,3.0,80.0,1.0,1.0,3.0,2.0,1.0,0.0,7291.0,0.0,35196.0
1533,5064,Y,Yes,13.0,3.0,3.0,80.0,1.0,1.0,3.0,2.0,1.0,0.0,7291.0,0.0,35196.0
1534,5065,Y,No,15.0,3.0,3.0,80.0,1.0,13.0,3.0,2.0,4.0,3591.0,1.0,2.0,75456.0
1535,5066,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,40512.0
1536,5067,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,40512.0
1537,5068,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,40512.0
1538,5069,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,3.0,2.0,10.0,2.0,7.0,8.0,24264.0
1539,5070,Y,No,13.0,3.0,2.0,80.0,3.0,6.0,2.0,4.0,6.0,2.0,1.0,2.0,46884.0
1540,5071,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,6908.0,0.0,0.0,88212.0
1541,5072,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,6908.0,0.0,0.0,88212.0
1542,5073,Y,No,22.0,4.0,3.0,80.0,1.0,5377.0,3.0,3.0,4.0,2.0,0.0,3.0,28644.0
1543,5074,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,68772.0
1544,5075,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,68772.0
1545,5076,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,68772.0
1546,5077,Y,No,14.0,3.0,2.0,80.0,2.0,8.0,3.0,3.0,3.0,2.0,0.0,2.0,57348.0
1547,5078,Y,No,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,1099.0,1.0,0.0,55212.0
1548,5079,Y,No,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,1099.0,1.0,0.0,55212.0
1549,5080,Y,No,17.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,13092.0
1550,5081,Y,No,17.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,13092.0
1551,5082,Y,No,17.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,13092.0
1552,5083,Y,Yes,11.0,3.0,2.0,80.0,0.0,8821.0,2.0,3.0,3.0,2.0,1.0,2.0,202560.0
1553,5084,Y,No,11.0,3.0,3.0,80.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,4163.0,30708.0
1554,5085,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,30180.0
1555,5086,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,30180.0
1556,5087,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,30180.0
1557,5088,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,6920.0,4.0,24840.0
1558,5089,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,6920.0,4.0,24840.0
1559,5090,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,6920.0,4.0,24840.0
1560,5091,Y,No,13.0,3.0,2.0,80.0,3.0,9536.0,3.0,3.0,4.0,2.0,0.0,2.0,61572.0
1561,5092,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,95628.0
1562,5093,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,95628.0
1563,5094,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,95628.0
1564,5095,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2411.0,47328.0
1565,5096,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2411.0,47328.0
1566,5097,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2411.0,47328.0
1567,5098,Y,No,13.0,3.0,4.0,80.0,3.0,13.0,3.0,3.0,11.0,10.0,3.0,8.0,31104.0
1568,5099,Y,No,12.0,3.0,2.0,80.0,1.0,7.0,2.0,4.0,5.0,1.0,1.0,3.0,82224.0
1569,5100,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,3814.0,3.0,3.0,95340.0
1570,5101,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,3814.0,3.0,3.0,95340.0
1571,5102,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,3814.0,3.0,3.0,95340.0
1572,5103,Y,No,19.0,3.0,2.0,80.0,2.0,26.0,2.0,4.0,20.0,17.0,5.0,6.0,206028.0
1573,5104,Y,No,19.0,3.0,2.0,80.0,2.0,26.0,2.0,4.0,20.0,17.0,5.0,6.0,206028.0
1574,5105,Y,No,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0,127308.0
1575,5106,Y,No,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0,127308.0
1576,5107,Y,No,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0,127308.0
1577,5108,Y,No,14.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,3.0,1.0,8467.0,2.0,47040.0
1578,5109,Y,No,14.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,3.0,1.0,8467.0,2.0,47040.0
1579,5110,Y,No,14.0,3.0,2.0,80.0,3.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,46824.0
1580,5111,Y,No,14.0,3.0,2.0,80.0,3.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,46824.0
1581,5112,Y,No,13.0,3.0,4.0,80.0,1.0,15.0,2.0,3.0,15.0,10.0,4.0,12.0,67116.0
1582,5113,Y,Yes,13.0,3.0,3.0,80.0,1.0,7.0,2.0,1.0,1761.0,2.0,2.0,2.0,44664.0
1583,5114,Y,No,15.0,3.0,4.0,80.0,0.0,28.0,3.0,3.0,5.0,4.0,4.0,3.0,229932.0
1584,5115,Y,No,15.0,3.0,4.0,80.0,0.0,28.0,3.0,3.0,5.0,4.0,4.0,3.0,229932.0
1585,5116,Y,No,15.0,3.0,4.0,80.0,0.0,28.0,3.0,3.0,5.0,4.0,4.0,3.0,229932.0
1586,5117,Y,No,18.0,3.0,3.0,80.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,1947.0,66456.0
1587,5118,Y,No,18.0,3.0,3.0,80.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,1947.0,66456.0
1588,5119,Y,No,18.0,3.0,3.0,80.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,1947.0,66456.0
1589,5120,Y,No,12.0,3.0,4.0,80.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0,58428.0
1590,5121,Y,No,12.0,3.0,4.0,80.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0,58428.0
1591,5122,Y,No,12.0,3.0,4.0,80.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0,58428.0
1592,5123,Y,Yes,13.0,3.0,1.0,80.0,2.0,13.0,2.0,3.0,7.0,7.0,6.0,7.0,71688.0
1593,5124,Y,Yes,13.0,3.0,1.0,80.0,2.0,13.0,2.0,3.0,7.0,7.0,6.0,7.0,71688.0
1594,5125,Y,Yes,13.0,3.0,1.0,80.0,2.0,13.0,2.0,3.0,7.0,7.0,6.0,7.0,71688.0
1595,5126,Y,Yes,13.0,3.0,4.0,80.0,1.0,8.0,4.0,3.0,4.0,3.0,9420.0,2.0,72744.0
1596,5127,Y,Yes,13.0,3.0,4.0,80.0,1.0,8.0,4.0,3.0,4.0,3.0,9420.0,2.0,72744.0
1597,5128,Y,Yes,13.0,3.0,4.0,80.0,1.0,8.0,4.0,3.0,4.0,3.0,9420.0,2.0,72744.0
1598,5129,Y,No,14.0,3.0,1.0,80.0,0.0,23.0,2.0,3.0,8.0,6651.0,0.0,0.0,184548.0
1599,5130,Y,No,14.0,3.0,1.0,80.0,0.0,23.0,2.0,3.0,8.0,6651.0,0.0,0.0,184548.0
1600,5131,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,1.0,3.0,20.0,6.0,3.0,6.0,125784.0
1601,5132,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,1.0,3.0,20.0,6.0,3.0,6.0,125784.0
1602,5133,Y,No,13.0,3.0,4.0,80.0,1.0,2.0,1.0,3.0,2.0,1.0,3246.0,2.0,26928.0
1603,5134,Y,No,13.0,3.0,4.0,80.0,1.0,2.0,1.0,3.0,2.0,1.0,3246.0,2.0,26928.0
1604,5135,Y,No,13.0,3.0,4.0,80.0,1.0,2.0,1.0,3.0,2.0,1.0,3246.0,2.0,26928.0
1605,5136,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,4.0,5.0,52620.0
1606,5137,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,4.0,5.0,52620.0
1607,5138,Y,No,17.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,5.0,2.0,0.0,3.0,30852.0
1608,5139,Y,No,17.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,5.0,2.0,0.0,3.0,30852.0
1609,5140,Y,No,17.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,5.0,2.0,0.0,3.0,30852.0
1610,5141,Y,Yes,14.0,3.0,2.0,80.0,0.0,21.0,2.0,3.0,20.0,4218.0,4.0,10.0,161952.0
1611,5142,Y,Yes,14.0,3.0,2.0,80.0,0.0,21.0,2.0,3.0,20.0,4218.0,4.0,10.0,161952.0
1612,5143,Y,Yes,14.0,3.0,2.0,80.0,0.0,21.0,2.0,3.0,20.0,4218.0,4.0,10.0,161952.0
1613,5144,Y,Yes,22.0,4.0,4.0,80.0,1.0,16.0,2.0,3.0,4.0,1179.0,0.0,2.0,60252.0
1614,5145,Y,Yes,22.0,4.0,4.0,80.0,1.0,16.0,2.0,3.0,4.0,1179.0,0.0,2.0,60252.0
1615,5146,Y,No,15.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,63888.0
